0
"tensor(-4.1840, grad_fn=<UnbindBackward0>)"
"tensor(-5.4869, grad_fn=<UnbindBackward0>)"
"tensor(-5.2128, grad_fn=<UnbindBackward0>)"
"tensor(-5.3352, grad_fn=<UnbindBackward0>)"
"tensor(-6.0799, grad_fn=<UnbindBackward0>)"
"tensor(-5.7536, grad_fn=<UnbindBackward0>)"
"tensor(-2.4158, grad_fn=<UnbindBackward0>)"
"tensor(-3.7233, grad_fn=<UnbindBackward0>)"
"tensor(-4.1840, grad_fn=<UnbindBackward0>)"
"tensor(-6.4359, grad_fn=<UnbindBackward0>)"
"tensor(-4.2919, grad_fn=<UnbindBackward0>)"
"tensor(-4.1840, grad_fn=<UnbindBackward0>)"
"tensor(-6.0799, grad_fn=<UnbindBackward0>)"
"tensor(-3.4497, grad_fn=<UnbindBackward0>)"
"tensor(-5.6658, grad_fn=<UnbindBackward0>)"
"tensor(-6.5902, grad_fn=<UnbindBackward0>)"
"tensor(-4.6717, grad_fn=<UnbindBackward0>)"
"tensor(-5.8300, grad_fn=<UnbindBackward0>)"
"tensor(-6.1816, grad_fn=<UnbindBackward0>)"
"tensor(-5.2347, grad_fn=<UnbindBackward0>)"
"tensor(-7.0268, grad_fn=<UnbindBackward0>)"
"tensor(-7.4692, grad_fn=<UnbindBackward0>)"
"tensor(-5.8664, grad_fn=<UnbindBackward0>)"
"tensor(-5.0015, grad_fn=<UnbindBackward0>)"
"tensor(-4.1840, grad_fn=<UnbindBackward0>)"
"tensor(-6.0799, grad_fn=<UnbindBackward0>)"
"tensor(-4.8124, grad_fn=<UnbindBackward0>)"
"tensor(-3.8658, grad_fn=<UnbindBackward0>)"
"tensor(-4.7395, grad_fn=<UnbindBackward0>)"
"tensor(-4.1840, grad_fn=<UnbindBackward0>)"
"tensor(-6.4359, grad_fn=<UnbindBackward0>)"
"tensor(-6.2014, grad_fn=<UnbindBackward0>)"
"tensor(-4.7608, grad_fn=<UnbindBackward0>)"
